Date,Close
2019-01-07,1068.3900146484375
2019-01-08,1076.280029296875
2019-01-09,1074.6600341796875
2019-01-10,1070.3299560546875
2019-01-11,1057.18994140625
2019-01-14,1044.68994140625
2019-01-15,1077.1500244140625
2019-01-16,1080.969970703125
2019-01-17,1089.9000244140625
2019-01-18,1098.260009765625
2019-01-22,1070.52001953125
2019-01-23,1075.5699462890625
2019-01-24,1073.9000244140625
2019-01-25,1090.989990234375
2019-01-28,1070.0799560546875
2019-01-29,1060.6199951171875
2019-01-30,1089.06005859375
2019-01-31,1116.3699951171875
2019-02-01,1110.75
2019-02-04,1132.800048828125
2019-02-05,1145.989990234375
2019-02-06,1115.22998046875
2019-02-07,1098.7099609375
2019-02-08,1095.06005859375
2019-02-11,1095.010009765625
2019-02-12,1121.3699951171875
2019-02-13,1120.1600341796875
2019-02-14,1121.6700439453125
2019-02-15,1113.6500244140625
2019-02-19,1118.56005859375
2019-02-20,1113.800048828125
2019-02-21,1096.969970703125
2019-02-22,1110.3699951171875
2019-02-25,1109.4000244140625
2019-02-26,1115.1300048828125
2019-02-27,1116.050048828125
2019-02-28,1119.9200439453125
2019-03-01,1140.989990234375
2019-03-04,1147.800048828125
2019-03-05,1162.030029296875
2019-03-06,1157.8599853515625
2019-03-07,1143.300048828125
2019-03-08,1142.3199462890625
2019-03-11,1175.760009765625
2019-03-12,1193.199951171875
2019-03-13,1193.3199462890625
2019-03-14,1185.550048828125
2019-03-15,1184.4599609375
2019-03-18,1184.260009765625
2019-03-19,1198.8499755859375
2019-03-20,1223.969970703125
2019-03-21,1231.5400390625
2019-03-22,1205.5
2019-03-25,1193.0
2019-03-26,1184.6199951171875
2019-03-27,1173.02001953125
2019-03-28,1168.489990234375
2019-03-29,1173.31005859375
2019-04-01,1194.4300537109375
2019-04-02,1200.489990234375
2019-04-03,1205.9200439453125
2019-04-04,1215.0
2019-04-05,1207.1500244140625
2019-04-08,1203.8399658203125
2019-04-09,1197.25
2019-04-10,1202.1600341796875
2019-04-11,1204.6199951171875
2019-04-12,1217.8699951171875
2019-04-15,1221.0999755859375
2019-04-16,1227.1300048828125
2019-04-17,1236.3399658203125
2019-04-18,1236.3699951171875
2019-04-22,1248.8399658203125
2019-04-23,1264.550048828125
2019-04-24,1256.0
2019-04-25,1263.449951171875
2019-04-26,1272.1800537109375
2019-04-29,1287.5799560546875
2019-04-30,1188.47998046875
2019-05-01,1168.0799560546875
2019-05-02,1162.6099853515625
2019-05-03,1185.4000244140625
2019-05-06,1189.3900146484375
2019-05-07,1174.0999755859375
2019-05-08,1166.27001953125
2019-05-09,1162.3800048828125
2019-05-10,1164.27001953125
2019-05-13,1132.030029296875
2019-05-14,1120.43994140625
2019-05-15,1164.2099609375
2019-05-16,1178.97998046875
2019-05-17,1162.300048828125
2019-05-20,1138.8499755859375
2019-05-21,1149.6300048828125
2019-05-22,1151.4200439453125
2019-05-23,1140.77001953125
2019-05-24,1133.469970703125
2019-05-28,1134.1500244140625
2019-05-29,1116.4599609375
2019-05-30,1117.949951171875
2019-05-31,1103.6300048828125
2019-06-03,1036.22998046875
2019-06-04,1053.050048828125
